object,version,sheet_types,sheets_n,area_total_m2,area_living_m2,room_counts,rooms,sources
хозблок 3х6 ак,в1,разрез,1,0.0,0.0,,,2025\Планировки\Юра\Хозблоки\Хозблок 3х6 АК В1.pdf (стр.1)
хозблок плюс навес,в3,планировка,1,0.0,0.0,,,2026\Планировки\Юра\Хозблок плюс навес В3.pdf (стр.1)
хозбок ак 6х3,в1,разрез,1,0.0,0.0,,,2025\Планировки\Для Василия\Хозбок АК 6х3 В1.pdf (стр.1)
хозбок ак 6х3,в2,разрез,1,0.0,0.0,,,2025\Планировки\Для Василия\Хозбок АК 6х3 В2.pdf (стр.1)
хозбок с воротмаи 1мд,в1,планировка,1,16.2,16.2,,Помещение 16.16м²,2025\Планировки\Для Василия\Хозбок с воротмаи 1МД В1.pdf (стр.1)
хозбок с воротмаи 1мд,в2,планировка,1,16.2,16.2,,Помещение 16.16м²,2025\Планировки\Для Василия\Хозбок с воротмаи 1МД В2.pdf (стр.1)
хохблок плюс навес,в1,планировка,1,0.0,0.0,,,2026\Планировки\Юра\Хохблок плюс навес В1.pdf (стр.1)
хохблок плюс навес,в2,планировка,1,0.0,0.0,,,2026\Планировки\Юра\Хохблок плюс навес В2.pdf (стр.1)
цех май,,планировка,1,31.0,31.0,,Аньялово 3.0м²; Лахденпохья 3.0м²; АКОП 5.0м²; Бриллиант; Лахденпохья 2.0м²; Муравьёвы 4.5м²; Максим 3.5м²; Рязань 4.5м²; Рязань; Карповы 5.5м²,Планировки\Цех май.pdf (стр.1)
цех планировка версия 2  на обсуждение,,планировка,1,146.5,146.5,"кухня:1, санузел:1, спальня:1",Теплое ожидание 17.76м²; Коридор 8.8м²; Склад мелкого белья 11.5м²; Склад крупного белья 11.5м²; Прачечная 43.5м²; Коридор 3.4м²; Коридор 3.4м²; Коридорный склад и зона разгрузки 21.5м²; Гардероб 5.8м²; Стиральная 4.4м²; Санузел 3.3м²; Кухня 7.2м²; Спальня 4.4м²,Работы Валя\Дима\Цех\Цех планировка версия 2  на обсуждение.pdf (стр.1)
цех планировка версия на обсуждение,,планировка,1,150.1,150.1,санузел:1,Технический этаж 33.2м²; Кухонный склад и зона раздачи 18.7м²; Приемка 35.6м²; Зона подготовки блюда 23.6м²; Корпус 14.0м²; Коридор 2.4м²; Буфетная 4.1м²; Душевая комната 1.5м²; Душевая 2.5м²; Душевая 2.5м²; Душевая 2.5м²; С/У 3.3м²; Техническое помещение 4.8м²; Шкаф 1.4м²,Работы Валя\Дима\Цех\Цех планировка версия на обсуждение.pdf (стр.1)
цех с домом сестры васи,,планировка,1,0.0,0.0,,,Планировки\Цех с домом сестры Васи.pdf (стр.1)
челмуши,в5,планировка,1,77.0,59.0,"кухня:1, санузел:1, спальня:1, терраса:1",терраса 18.0м²; кухня-столовая 27.0м²; спальня 19.4м²; ванная 3.23м²; коридор 1.08м²; кладовая 8.27м²,Планировки\Челмуши в5.pdf (стр.1)
челмуши,в6,планировка,1,77.0,32.0,"кухня:1, санузел:1, спальня:1, терраса:1",терраса 18.0м²; кухня-столовая 19.4м²; санузел 3.23м²; коридор 1.08м²; спальня 8.27м²; балкон 27.0м²,Планировки\Челмуши в6.pdf (стр.1)
челмуши фасады,,фасад,3,0.0,0.0,,,Планировки\Собрать проект 2\Челмуши фасады.pdf (стр.1) | Планировки\Собрать проект 2\Челмуши фасады.pdf (стр.2) | Планировки\Собрать проект 2\Челмуши фасады.pdf (стр.3)
челмушскаяя коса,в2,планировка,1,50.0,32.0,"гостиная:1, кухня:1, санузел:1, терраса:1",гостиная 19.4м²; кухня 8.27м²; санузел 3.23м²; коридор 1.08м²; терраса 18.0м²,Планировки\Челмушскаяя коса в2.pdf (стр.1)
черновик,,планировка,1,63.7,63.7,,9.02 м2 9.02м²; 9.58 м2 9.58м²; 45.07 м2 45.07м²,Планировки\Собрать проект\Черновик.pdf (стр.1)
чехофф 3,в1,планировка,1,139.8,139.8,"гостиная:1, кухня:1, прихожая:1, санузел:4, спальня:6",гостиная 45.04м²; кухня 14.38м²; спальня 13.09м²; ванная 3.82м²; туалет 3.0м²; коридор 5.06м²; прихожая 7.08м²; гардеробная 5.0м²; санузел 1.39м²; лоджия 2.68м²; спальня 9.06м²; ванная 10.67м²; спальня 8.02м²; спальня 4.07м²; спальня 3.67м²; спальня 3.75м²,Планировки\Собрать проект\Чехофф 3 в1.pdf (стр.1)
чехофф 3 гп,,планировка,1,76.3,76.3,"гостиная:1, детская:1, прихожая:1, санузел:2, спальня:1",кухня-гостиная 36.04м²; спальня 13.29м²; детская 12.88м²; санузел 3.75м²; ванная 4.28м²; прихожая 6.02м²,Планировки\Собрать проект\Чехофф 3 гп.pdf (стр.1)
чехофф 3 предв,,планировка,1,155.1,142.0,"гостиная:1, кухня:1, прихожая:1, санузел:5, спальня:2",гостиная 48.94м²; кухня 13.88м²; спальня 1 14.38м²; спальня 2 14.07м²; ванная 1 3.67м²; ванная 2 3.75м²; ванная 3 3.67м²; ванная 4 10.67м²; ванная 5 9.06м²; коридор 8.02м²; прихожая 5.08м²; гардеробная 3.0м²; кабинет 3.82м²; балкон 13.09м²,Планировки\Собрать проект\Чехофф 3 предв.pdf (стр.1)
эко 29,в1,планировка,1,35.4,35.4,"санузел:2, спальня:1",спальня 14.0м²; ванная 6.34м²; туалет 3.11м²; коридор 9.41м²; кладовая 2.5м²,Планировки\RANTA\Эко 29 в1.pdf (стр.1)
электрика lampi бриллиант,,планировка,1,0.0,0.0,,,Планировки\Lampi 4\Электрика Lampi Бриллиант.pdf (стр.1)
электрика lampi бриллиант исправления,,разрез,1,0.0,0.0,,,Планировки\Lampi 4\Электрика Lampi Бриллиант исправления.pdf (стр.1)
электрика lampi бриллиант исправления 2,,планировка,1,0.0,0.0,,,Планировки\Lampi 4\Электрика Lampi Бриллиант исправления 2.pdf (стр.1)
электрика финский бриз,,планировка,1,46.2,46.2,,комната 26.24м²; комната 9.91м²; комната 5.7м²; комната 4.31м²,Планировки\Электрика финский бриз.pdf (стр.1)
эскиз офиса продаж,,"планировка, фасад",3,0.0,0.0,,,2025\Дома\Офис косой\Планировка\Эскиз Офиса продаж.pdf (стр.1) | 2025\Дома\Офис косой\Планировка\Эскиз Офиса продаж.pdf (стр.2) | 2025\Дома\Офис косой\Планировка\Эскиз Офиса продаж.pdf (стр.3)
эскиз посадки 2,,планировка,1,0.0,0.0,,,Планировки\Lampi 4\Эскиз посадки 2.pdf (стр.1)
эссойла,в1,планировка,1,96.1,96.1,"гостиная:1, санузел:2, спальня:2",кухня-гостиная 33.5м²; спальня 17.7м²; спальня 11.17м²; ванная 4.03м²; гардеробная 4.16м²; коридор 4.46м²; кабинет 10.88м²; санузел 10.18м²,Планировки\Обновленные\Эссойла в1.pdf (стр.1)
эссойла,в2,планировка,1,76.4,58.7,"гостиная:1, прихожая:1, санузел:1, спальня:1",кухня-гостиная 33.54м²; спальня 11.03м²; санузел 5.07м²; гардеробная 6.04м²; прихожая 3.0м²; балкон 17.7м²,Планировки\Эссойла в2.pdf (стр.1)
эссойла,в3,планировка,1,88.7,65.8,"гостиная:1, санузел:1, спальня:1, терраса:1",кухня-гостиная 33.54м²; спальня 11.03м²; санузел 5.07м²; гардеробная 6.04м²; коридор 10.16м²; терраса 22.89м²,Планировки\Эссойла в3.pdf (стр.1)
