object,version,sheet_type,title,path,page,area_total_m2,area_living_m2,room_counts,rooms
"планировочное_решение_улица_тельмана,_30к1,_кв_249",,планировка,Обмерный план,"Загрузки Валя\Telegram Desktop\Планировочное_решение_улица_Тельмана,_30к1,_кв_249.pdf",2,67.0,64.1,"гостиная:1, кухня:1, прихожая:1, санузел:2, спальня:1",Гостиная 19.48м²; Прихожая 9.66м²; Спальня 19.36м²; Кухня 8.64м²; Коридор 3.05м²; Ванная 3.04м²; Санузел 0.85м²; Балкон 2.95м²
"планировочное_решение_улица_тельмана,_30к1,_кв_249",,планировка,План расстановки мебели и оборудования,"Загрузки Валя\Telegram Desktop\Планировочное_решение_улица_Тельмана,_30к1,_кв_249.pdf",3,67.0,64.1,"гостиная:1, кухня:1, прихожая:1, санузел:2, спальня:1",Гостиная 19.48м²; Прихожая 9.66м²; Спальня 19.36м²; Кухня 8.64м²; Коридор 3.05м²; Ванная 3.04м²; Санузел 0.85м²; Балкон 2.95м²
планировочные решения paradise,,планировка,ПЛАНИРОВОЧНЫЕ РЕШЕНИЯ ЛИНЕЙКИ PARADISE,2024\Прадайз\Линейка Парадайс\Планировочные решения PARADISE.pdf,1,0.0,0.0,,
планировочные решения paradise,,планировка,COUNTRY HOUSE,2024\Прадайз\Линейка Парадайс\Планировочные решения PARADISE.pdf,2,131.5,95.5,"гостиная:1, кухня:1, прихожая:1, санузел:2, спальня:2, терраса:1",кухня 7.75м²; прихожая 6.3м²; ванная 4.65м²; туалет 4.3м²; коридор 6.8м²; спальня 16.3м²; спальня 11.6м²; гардеробная 2.25м²; гостиная 35.55м²; терраса 36.0м²
планировочные решения paradise,,планировка,COUNTRY-HOUSE,2024\Прадайз\Линейка Парадайс\Планировочные решения PARADISE.pdf,3,153.2,113.5,"гостиная:1, кухня:1, санузел:2, спальня:3, терраса:1",гостиная 48.0м²; кухня 6.4м²; холодильник 6.3м²; ванная 3.75м²; спальня 13.6м²; гардеробная 5.5м²; санузел 5.15м²; спальня 12.4м²; спальня 12.4м²; терраса 39.7м²
планировочные решения paradise,,планировка,ПЛАНИРОВОЧНЫЕ РЕШЕНИЯ ЛИНЕЙКИ PARADISE,Работы Валя\Линейка Парадайс\Планировочные решения PARADISE.pdf,1,0.0,0.0,,
планировочные решения paradise,,планировка,COUNTRY HOUSE,Работы Валя\Линейка Парадайс\Планировочные решения PARADISE.pdf,2,139.6,103.5,"гостиная:1, кухня:1, санузел:2, спальня:3, терраса:1",кухня 7.75м²; коридор 6.3м²; ванная 4.65м²; туалет 4.3м²; гардеробная 6.8м²; спальня 16.3м²; гостиная 35.55м²; спальня 11.6м²; спальня 10.3м²; терраса 36.0м²
планировочные решения paradise,,планировка,COUNTRY-HOUSE,Работы Валя\Линейка Парадайс\Планировочные решения PARADISE.pdf,3,136.2,96.6,"гостиная:1, кухня:1, санузел:1, спальня:3, терраса:1",гостиная 48.0м²; кухня 6.4м²; спальня 13.6м²; ванная 3.75м²; спальня 12.4м²; спальня 12.4м²; терраса 39.7м²
планировочные решения paradise,,другое,COUNTRY HOUSE,Сборка Парадайз\Планировочные решения PARADISE.pdf,1,0.0,0.0,,
планировочные решения paradise,,планировка,COUNTRY HOUSE,Сборка Парадайз\Планировочные решения PARADISE.pdf,2,129.2,93.2,"кухня:1, прихожая:1, санузел:2, спальня:2, терраса:1",кухня 7.75м²; прихожая 6.3м²; санузел 4.65м²; ванная 4.3м²; коридор 6.8м²; спальня 16.3м²; спальня 11.6м²; столовая 35.55м²; терраса 36.0м²
планировочные решения paradise,,планировка,COUNTRY-HOUSE,Сборка Парадайз\Планировочные решения PARADISE.pdf,3,141.2,101.6,"гостиная:1, кухня:1, санузел:1, спальня:3, терраса:1",гостиная 48.0м²; кухня 6.4м²; спальня 13.6м²; ванная 3.75м²; спальня 12.4м²; гардеробная 5.0м²; спальня 12.4м²; терраса 39.7м²
планировочные решения от 16.01 (2),,узел,,Работы Валя\Эксперименты с подачей проектов\RANTA\Уличная мебель\Библиотека долбаеба\Планировочные решения от 16.01 (2).pdf,1,0.0,0.0,,
"планировочные_решения_магнитогорская_улица,_1,_кв_81",,другое,Дизайн-проект интерьера,"Загрузки Валя\Telegram Desktop\Планировочные_решения_Магнитогорская_улица,_1,_кв_81.pdf",1,0.0,0.0,,
"планировочные_решения_магнитогорская_улица,_1,_кв_81",,планировка,Обмерный план экспликация помещений,"Загрузки Валя\Telegram Desktop\Планировочные_решения_Магнитогорская_улица,_1,_кв_81.pdf",2,83.2,77.7,"гостиная:1, прихожая:1, санузел:2, спальня:3",Прихожая 6.34м²; Спальня 1 9.98м²; Кухня-гостиная 20.67м²; Спальня 2 9.78м²; Санузел 2.35м²; Ванная 5.03м²; Коридор 4.82м²; Спальня 3 18.7м²; Балкон 5.5м²
"планировочные_решения_магнитогорская_улица,_1,_кв_81",,планировка,Планировочное решение №1,"Загрузки Валя\Telegram Desktop\Планировочные_решения_Магнитогорская_улица,_1,_кв_81.pdf",3,82.5,77.0,"гостиная:1, детская:2, прихожая:1, санузел:2, спальня:1",Прихожая 6.34м²; Детская 1 9.98м²; Кухня-гостиная 20.67м²; Детская 2 9.78м²; Санузел 2.01м²; Ванная 4.98м²; Коридор 4.82м²; Спальня 18.37м²; Балкон 5.5м²
подключение чехофф малышев,,другое,Малышев Чехофф,Планировки\Подключение Чехофф Малышев.pdf,1,0.0,0.0,,
пол доска,,спецификация,,2025\Дома\Планировка 3МД Баня 3М Лопухинка 2\СПЕЦ\Пол доска.pdf,1,0.0,0.0,,
полная планировка 2+2,,планировка,,Работы Валя\Лосево\Полная планировка 2+2.pdf,1,75.2,75.2,"гостиная:1, кухня:1, санузел:3, спальня:1",гостиная 18.38м²; кухня 23.03м²; ванная 5.16м²; туалет 5.11м²; спальня 18.38м²; санузел 5.16м²
положение дома на участке малышев,,планировка,,Планировки\Положение дома на участке Малышев.pdf,1,0.0,0.0,,
порнокоридор,,планировка,,2025\Планировки\Юра\Порнокоридор.pdf,1,0.0,0.0,,
посадка домов,в2,планировка,БАЗА ОТДЫХА г. ВЕЛЬСК,Работы Валя\Вельск\посадка домов в2.pdf,1,0.0,0.0,,
потолок осб,,спецификация,,2025\Дома\Планировка 3МД Баня 3М Лопухинка 2\СПЕЦ\ОСБ потолок\Потолок ОСБ.pdf,1,0.0,0.0,,
приложение №2 планировка,,планировка,,Загрузки Валя\Telegram Desktop\Приложение №2 Планировка.pdf,1,0.0,0.0,,
пристройка баня 1мд,в1,планировка,COUNTRY HOUSE,2025\Планировки\Для Василия\Пристройка баня 1МД В1.pdf,1,21.3,15.5,сауна:1,Парная 10.72м²; Комната отдыха 4.79м²; Крыльцо(справочно) 5.79м²
проект 3+мд,,планировка,COUNTRY HOUSE,2025\Планировки\Юра\Проект 3+МД.pdf,1,52.4,52.4,"гостиная:1, детская:1, прихожая:1, санузел:1, спальня:1",Кухня-Гостиная 24.0м²; Спальня 8.25м²; Детская 11.34м²; Прихожая 2.89м²; С/У 1.95м²; Душевая 3.96м²
проект 3мд лопухинка 2 - план перекрытия пола,,планировка,Проект Банного комплекса Лопухинка 2,2025\Дома\Планировка 3МД Баня 3М Лопухинка 2\ПОЛ\Проект 3МД Лопухинка 2 - План перекрытия пола.pdf,1,0.0,0.0,,
проект 3мд лопухинка 2 - план перекрытия пола,,узел,Проект Банного комплекса Лопухинка 2,2025\Дома\Планировка 3МД Баня 3М Лопухинка 2\ПОЛ\Проект 3МД Лопухинка 2 - План перекрытия пола.pdf,2,0.0,0.0,,
